*Au+ Q  % XX344LF006.TextGrid
ngosuku Ngosuk_>u  % XX001LF030.TextGrid XX013LF026.TextGrid XX015LF026.TextGrid XX041LF035.TextGrid XX063LF023.TextGrid XX075CM038.TextGrid XX088LM024.TextGrid XX098LF033.TextGrid XX128LF034.TextGrid XX130LF022.TextGrid XX136LF026.TextGrid XX172LM024.TextGrid XX258LM029.TextGrid XX270LF036.TextGrid XX304LF023.TextGrid XX313CF031.TextGrid XX316LM027.TextGrid
ngosuku NgOsu:k_>u  % XX244LF023.TextGrid
ngosuku Ngosuk_>  % XX330LF034.TextGrid
ngoswazi NgOswazi  % XX142CF021.TextGrid
ngoswazi NgOswaz  % XX007LF235.TextGrid
ngowe NgOwE  % XX270LF014.TextGrid
ngu Ngu  % XX000CM015.TextGrid XX000LM215.TextGrid XX013LF015.TextGrid XX022LF036.TextGrid XX025LF015.TextGrid XX044CF007.TextGrid XX053LM007.TextGrid XX055LF007.TextGrid XX056CF006.TextGrid XX067LF020.TextGrid XX090LM015.TextGrid XX096LM007.TextGrid XX100LM015.TextGrid XX100LM115.TextGrid XX100LM120.TextGrid XX108LM025.TextGrid XX130LF009.TextGrid XX131LM134.TextGrid XX138CM015.TextGrid XX138CM020.TextGrid XX143LM002.TextGrid XX143LM015.TextGrid XX143LM020.TextGrid XX146LM015.TextGrid XX155CM036.TextGrid XX155CM037.TextGrid XX156CF006.TextGrid XX156CF015.TextGrid XX161CF001.TextGrid XX161CF028.TextGrid XX161CF032.TextGrid XX162CF001.TextGrid XX162CF002.TextGrid XX164CF001.TextGrid XX164CF020.TextGrid XX164CF024.TextGrid XX167CF033.TextGrid XX172LM020.TextGrid XX173LM020.TextGrid XX183LM015.TextGrid XX191LM001.TextGrid XX193LM002.TextGrid XX193LM003.TextGrid XX193LM020.TextGrid XX193LM030.TextGrid XX200LF021.TextGrid XX202LM020.TextGrid XX208CF023.TextGrid XX218LF020.TextGrid XX218LF037.TextGrid XX218LF038.TextGrid XX234CM015.TextGrid XX244LF007.TextGrid XX256LM015.TextGrid XX264LM015.TextGrid XX294LM019.TextGrid XX318LM006.TextGrid XX318LM015.TextGrid XX334CM006.TextGrid XX340CF026.TextGrid XX341LF007.TextGrid XX341LF015.TextGrid XX360LF003.TextGrid XX360LF007.TextGrid XX360LF012.TextGrid XX360LF022.TextGrid XX377LM009.TextGrid XX377LM015.TextGrid XX397LM015.TextGrid
ngu gu  % XX047LM020.TextGrid XX056CF020.TextGrid XX075CM025.TextGrid XX079CF013.TextGrid XX096LM026.TextGrid XX155CM037.TextGrid XX172LM009.TextGrid XX177LF015.TextGrid XX193LM020.TextGrid XX377LM113.TextGrid
ngu Nu  % XX100LM006.TextGrid
ngu-opharetha NguOp_harE-\it_ha  % XX150LF020.TextGrid
ngu-opharetha NguQp_hare-\It_ha  % XX075CM036.TextGrid
ngu-opharetha NguQpharE-\It_ha  % XX210LM027.TextGrid
ngu-opharetha NguOp_harE-\it_>a  % XX184LM034.TextGrid
nguBixa Ngub_<i|\|\a  % XX202LM002.TextGrid
nguGqeba Ngu!\_vEb_<a  % XX161CF002.TextGrid
nguJabulani Ngud-\Zab_<ulani  % XX100LM002.TextGrid
nguLwesihlanu NulwesKan  % XX111LF025.TextGrid
nguMakhaya Ngumak_haja  % XX103LM002.TextGrid
nguMamela NgumamEla  % XX301LF002.TextGrid
nguMvulo NgumvulO  % XX351LM036.TextGrid
nguMzobantu NgumzOb_<ant_>u  % XX202LM002.TextGrid
nguNontuthuzelo Ngunont_>ut_huzElO  % XX164CF002.TextGrid
nguNtangana Ngunt_>aNgana  % XX359LF002.TextGrid
nguOpharetha NguOp_harEt_ha  % XX340CF029.TextGrid
nguThambekile Ngut_hambek_>ilE  % XX213LF002.TextGrid
nguThembile Ngut_hembilE  % XX096LM002.TextGrid
nguThenjiwe Ngut_heJd-\ZiwE  % XX058CF002.TextGrid
nguZanele NguzanElE  % XX000LF202.TextGrid
nguZantsi Nguzant-\s_>i  % XX151CM003.TextGrid XX162CF002.TextGrid
nguZinziswa Nguzind-\ziswa  % XX161CF002.TextGrid
ngubani Nb_<an  % XX000CM001.TextGrid
ngubani;ixesha Ngub_<ani|\|\ESa  % XX025LF015.TextGrid
ngumhla NgumKa  % XX000LM114.TextGrid XX004CF014.TextGrid XX013LF014.TextGrid XX015LF006.TextGrid XX015LF014.TextGrid XX023LF016.TextGrid XX024LM014.TextGrid XX025LF022.TextGrid XX029LF014.TextGrid XX031LF014.TextGrid XX038LF014.TextGrid XX039LM014.TextGrid XX041LF014.TextGrid XX044CF014.TextGrid XX053LM014.TextGrid XX063LF014.TextGrid XX072LF006.TextGrid XX074LF014.TextGrid XX077LM027.TextGrid XX083LM014.TextGrid XX085LM014.TextGrid XX086LM006.TextGrid XX087LM014.TextGrid XX088LM014.TextGrid XX089LF014.TextGrid XX090LM014.TextGrid XX091LM014.TextGrid XX093LF014.TextGrid XX094LF014.TextGrid XX096LM014.TextGrid XX097LM020.TextGrid XX101LF036.TextGrid XX108LM014.TextGrid XX115LF006.TextGrid XX116LM014.TextGrid XX120LM014.TextGrid XX123CF030.TextGrid XX128LF014.TextGrid XX131LM014.TextGrid XX131LM114.TextGrid XX132LM014.TextGrid XX132LM021.TextGrid XX138CM006.TextGrid XX138CM014.TextGrid XX142CF014.TextGrid XX145LM014.TextGrid XX151CM014.TextGrid XX157CF014.TextGrid XX161CF014.TextGrid XX161CF023.TextGrid XX162CF014.TextGrid XX164CF030.TextGrid XX164CM014.TextGrid XX188LM014.TextGrid XX202LM014.TextGrid XX212LF014.TextGrid XX215LF014.TextGrid XX220LF014.TextGrid XX240LF026.TextGrid XX244LF014.TextGrid XX256LM014.TextGrid XX280LM014.TextGrid XX281LF014.TextGrid XX301LF014.TextGrid XX304LF006.TextGrid XX304LF014.TextGrid XX310LM014.TextGrid XX328LF014.TextGrid XX339CM014.TextGrid XX340CF014.TextGrid XX346LM014.TextGrid XX350LM023.TextGrid XX351LM014.TextGrid XX355LF006.TextGrid XX355LF014.TextGrid XX356LF014.TextGrid XX359LF014.TextGrid XX360LF014.TextGrid XX361LM014.TextGrid XX382LM014.TextGrid XX384LM014.TextGrid XX385LF014.TextGrid XX396LM014.TextGrid
ngumhla gumKa  % XX000LF114.TextGrid XX007LF014.TextGrid XX012LF014.TextGrid XX047LM015.TextGrid XX050CF014.TextGrid XX055LF006.TextGrid XX055LF014.TextGrid XX056CF014.TextGrid XX056CF033.TextGrid XX058CF014.TextGrid XX069LF014.TextGrid XX077CM014.TextGrid XX077CM027.TextGrid XX080LM014.TextGrid XX102CF006.TextGrid XX102CF014.TextGrid XX134LF014.TextGrid XX144CF014.TextGrid XX147CF014.TextGrid XX316LM014.TextGrid XX325LF014.TextGrid XX335CM014.TextGrid XX339CM006.TextGrid XX339CM014.TextGrid XX348LM006.TextGrid XX377LM014.TextGrid
ngumhla Ngum=Ka  % XX038LF006.TextGrid XX065LF014.TextGrid XX175LM014.TextGrid XX186LM014.TextGrid XX218LF014.TextGrid XX234CM021.TextGrid XX245CF014.TextGrid XX258LM014.TextGrid XX259LM014.TextGrid XX261LM006.TextGrid XX326LF032.TextGrid XX331LF014.TextGrid XX348LM014.TextGrid
ngumhla Num=Ka  % XX213LF030.TextGrid
ngumhla gOmKa  % XX115LF014.TextGrid
ngumhla Nguma  % XX240LF026.TextGrid
ngumhla NgOmKa  % XX074LF006.TextGrid
ngumhla ngumKa  % XX058CF006.TextGrid
ngumhla mKa  % XX385LF006.TextGrid
ngumkhono Ngumk_hOnO  % XX131LM015.TextGrid XX132LM015.TextGrid XX150LF015.TextGrid
ngumkhono gumk_hOn  % XX058CF015.TextGrid
ngumkhuhlane Ngum=k_huKanE  % XX262LM029.TextGrid
ngumkhuhlane Ngumk_huKanE  % XX360LF021.TextGrid
ngumvandedwa NgumvandEdwa  % XX029LF027.TextGrid
nguopharetha NguOp_harEt_ha  % XX139LF028.TextGrid
ngxangxasi |\|\_v~a|\|\_v~asi  % XX029LF023.TextGrid
nihambe nih\ambE  % XX074LF024.TextGrid XX082LF029.TextGrid
nine na-\in  % XX000CF006.TextGrid XX000CF007.TextGrid XX000CM007.TextGrid XX000CM014.TextGrid XX000LF006.TextGrid XX000LF007.TextGrid XX000LF015.TextGrid XX000LF107.TextGrid XX000LF220.TextGrid XX000LF231.TextGrid XX000LM201.TextGrid XX000LM212.TextGrid XX001LF007.TextGrid XX001LF015.TextGrid XX001LF025.TextGrid XX002LF020.TextGrid XX002LF021.TextGrid XX002LF031.TextGrid XX002LF033.TextGrid XX004CF007.TextGrid XX006LF012.TextGrid XX006LF023.TextGrid XX006LF028.TextGrid XX006LF033.TextGrid XX006LF036.TextGrid XX007LF007.TextGrid XX007LF030.TextGrid XX007LF101.TextGrid XX007LF104.TextGrid XX007LF106.TextGrid XX007LF107.TextGrid XX007LF207.TextGrid XX007LF221.TextGrid XX007LF226.TextGrid XX007LF234.TextGrid XX011LF021.TextGrid XX011LF026.TextGrid XX012LF029.TextGrid XX013LF005.TextGrid XX013LF035.TextGrid XX013LF038.TextGrid XX014LF005.TextGrid XX014LF024.TextGrid XX014LF029.TextGrid XX015LF006.TextGrid XX015LF007.TextGrid XX015LF025.TextGrid XX015LF032.TextGrid XX016LM007.TextGrid XX016LM031.TextGrid XX016LM034.TextGrid XX016LM037.TextGrid XX021CM030.TextGrid XX021CM035.TextGrid XX022LF037.TextGrid XX023LF007.TextGrid XX023LF013.TextGrid XX023LF022.TextGrid XX023LF026.TextGrid XX023LF032.TextGrid XX024LM022.TextGrid XX024LM030.TextGrid XX025LF006.TextGrid XX025LF021.TextGrid XX025LF028.TextGrid XX026LF007.TextGrid XX026LF012.TextGrid XX026LF013.TextGrid XX026LF032.TextGrid XX026LF033.TextGrid XX026LF034.TextGrid XX029LF001.TextGrid XX029LF026.TextGrid XX029LF030.TextGrid XX031LF005.TextGrid XX031LF006.TextGrid XX031LF007.TextGrid XX031LF023.TextGrid XX031LF030.TextGrid XX031LF034.TextGrid XX032LF022.TextGrid XX032LF032.TextGrid XX033LF007.TextGrid XX033LF031.TextGrid XX035LF007.TextGrid XX035LF023.TextGrid XX035LF024.TextGrid XX035LF027.TextGrid XX037LF006.TextGrid XX037LF007.TextGrid XX037LF027.TextGrid XX037LF029.TextGrid XX037LF030.TextGrid XX038LF007.TextGrid XX038LF038.TextGrid XX039LM001.TextGrid XX039LM020.TextGrid XX039LM021.TextGrid XX039LM023.TextGrid XX039LM030.TextGrid XX040LM024.TextGrid XX040LM034.TextGrid XX044CF007.TextGrid XX044CF012.TextGrid XX044CF015.TextGrid XX044CF021.TextGrid XX044CF023.TextGrid XX044CF031.TextGrid XX047LM007.TextGrid XX050CF006.TextGrid XX050CF007.TextGrid XX050CF034.TextGrid XX050CF038.TextGrid XX053LM007.TextGrid XX053LM023.TextGrid XX054CF007.TextGrid XX055LF013.TextGrid XX056CF034.TextGrid XX058CF007.TextGrid XX058CF032.TextGrid XX058CF035.TextGrid XX062LF007.TextGrid XX062LF030.TextGrid XX062LF032.TextGrid XX062LF034.TextGrid XX062LF036.TextGrid XX063LF024.TextGrid XX063LF030.TextGrid XX063LF033.TextGrid XX064CF028.TextGrid XX064CF032.TextGrid XX064CF033.TextGrid XX065LF022.TextGrid XX065LF027.TextGrid XX067LF021.TextGrid XX067LF029.TextGrid XX067LF031.TextGrid XX069LF006.TextGrid XX069LF007.TextGrid XX069LF020.TextGrid XX069LF027.TextGrid XX069LF038.TextGrid XX072LF028.TextGrid XX072LF034.TextGrid XX072LF035.TextGrid XX073LM022.TextGrid XX073LM025.TextGrid XX073LM034.TextGrid XX074LF007.TextGrid XX074LF032.TextGrid XX075CM021.TextGrid XX075CM025.TextGrid XX076LM007.TextGrid XX076LM022.TextGrid XX076LM029.TextGrid XX077CM037.TextGrid XX079CF001.TextGrid XX079CF020.TextGrid XX079CF030.TextGrid XX079CF031.TextGrid XX079CF032.TextGrid XX080LM027.TextGrid XX080LM033.TextGrid XX082LF025.TextGrid XX083LM007.TextGrid XX083LM021.TextGrid XX084LM006.TextGrid XX084LM007.TextGrid XX084LM020.TextGrid XX084LM024.TextGrid XX084LM031.TextGrid XX084LM036.TextGrid XX085LM007.TextGrid XX085LM024.TextGrid XX086LM028.TextGrid XX087LM007.TextGrid XX087LM029.TextGrid XX087LM031.TextGrid XX087LM034.TextGrid XX088LM021.TextGrid XX088LM031.TextGrid XX089LF001.TextGrid XX089LF007.TextGrid XX089LF029.TextGrid XX089LF030.TextGrid XX090LM021.TextGrid XX090LM034.TextGrid XX091LM030.TextGrid XX092CM020.TextGrid XX093LF001.TextGrid XX094LF006.TextGrid XX094LF007.TextGrid XX095LF007.TextGrid XX095LF015.TextGrid XX096LM026.TextGrid XX097LM006.TextGrid XX097LM007.TextGrid XX097LM022.TextGrid XX097LM025.TextGrid XX097LM030.TextGrid XX097LM033.TextGrid XX098LF001.TextGrid XX098LF007.TextGrid XX098LF022.TextGrid XX100LM006.TextGrid XX100LM007.TextGrid XX100LM120.TextGrid XX100LM124.TextGrid XX100LM128.TextGrid XX101LF020.TextGrid XX101LF035.TextGrid XX101LF036.TextGrid XX102CF026.TextGrid XX102CF027.TextGrid XX102CF033.TextGrid XX102CM026.TextGrid XX102CM033.TextGrid XX103LM023.TextGrid XX103LM034.TextGrid XX103LM035.TextGrid XX106LF007.TextGrid XX106LF020.TextGrid XX106LF026.TextGrid XX106LF033.TextGrid XX108LM020.TextGrid XX108LM022.TextGrid XX108LM025.TextGrid XX108LM031.TextGrid XX109CF001.TextGrid XX109CF007.TextGrid XX110LF007.TextGrid XX110LF031.TextGrid XX110LF034.TextGrid XX111LF007.TextGrid XX111LF029.TextGrid XX111LF030.TextGrid XX113LF025.TextGrid XX113LF031.TextGrid XX113LF033.TextGrid XX114LM030.TextGrid XX114LM035.TextGrid XX115LF007.TextGrid XX115LF035.TextGrid XX115LF037.TextGrid XX116LF026.TextGrid XX116LM030.TextGrid XX117LF026.TextGrid XX117LF031.TextGrid XX118LF021.TextGrid XX118LF025.TextGrid XX119LF001.TextGrid XX119LF007.TextGrid XX119LF023.TextGrid XX119LF034.TextGrid XX119LF036.TextGrid XX120LF006.TextGrid XX120LF007.TextGrid XX120LF030.TextGrid XX120LM007.TextGrid XX120LM024.TextGrid XX120LM033.TextGrid XX123CF021.TextGrid XX123CF022.TextGrid XX124LM029.TextGrid XX128LF025.TextGrid XX128LF037.TextGrid XX130LF007.TextGrid XX130LF030.TextGrid XX131LM023.TextGrid XX131LM031.TextGrid XX131LM120.TextGrid XX132LM027.TextGrid XX132LM029.TextGrid XX134LF006.TextGrid XX134LF007.TextGrid XX134LF022.TextGrid XX134LF036.TextGrid XX136LF024.TextGrid XX136LF030.TextGrid XX136LF037.TextGrid XX138CM007.TextGrid XX138CM021.TextGrid XX138CM022.TextGrid XX139LF001.TextGrid XX139LF013.TextGrid XX139LF020.TextGrid XX139LF024.TextGrid XX139LF032.TextGrid XX139LF037.TextGrid XX142CF007.TextGrid XX143LM027.TextGrid XX144CF007.TextGrid XX144CF026.TextGrid XX144CF029.TextGrid XX144CF034.TextGrid XX145LM014.TextGrid XX145LM022.TextGrid XX145LM024.TextGrid XX146LM014.TextGrid XX146LM023.TextGrid XX147CF023.TextGrid XX147CF026.TextGrid XX147CF029.TextGrid XX149LF101.TextGrid XX149LF106.TextGrid XX149LF107.TextGrid XX149LF121.TextGrid XX149LF128.TextGrid XX149LF135.TextGrid XX150LF006.TextGrid XX150LF007.TextGrid XX150LF026.TextGrid XX150LF035.TextGrid XX151CM022.TextGrid XX151CM036.TextGrid XX151CM038.TextGrid XX152LF007.TextGrid XX152LF015.TextGrid XX152LM006.TextGrid XX152LM007.TextGrid XX152LM023.TextGrid XX155CM012.TextGrid XX155CM013.TextGrid XX155CM023.TextGrid XX155CM036.TextGrid XX155CM037.TextGrid XX156CF012.TextGrid XX156CF013.TextGrid XX156CF038.TextGrid XX161CF007.TextGrid XX161CF012.TextGrid XX161CF013.TextGrid XX161CF028.TextGrid XX161CF029.TextGrid XX161CF033.TextGrid XX161CF036.TextGrid XX162CF012.TextGrid XX162CF026.TextGrid XX162CF027.TextGrid XX162CF029.TextGrid XX162CF035.TextGrid XX164CF012.TextGrid XX164CF013.TextGrid XX164CF022.TextGrid XX164CF027.TextGrid XX164CF029.TextGrid XX164CF035.TextGrid XX164CM012.TextGrid XX164CM013.TextGrid XX164CM022.TextGrid XX167CF007.TextGrid XX167CF013.TextGrid XX167CF021.TextGrid XX167CF030.TextGrid XX170CF006.TextGrid XX170CF007.TextGrid XX170CF030.TextGrid XX170CF036.TextGrid XX172LM028.TextGrid XX172LM034.TextGrid XX172LM038.TextGrid XX173LM007.TextGrid XX173LM031.TextGrid XX173LM034.TextGrid XX174LM012.TextGrid XX174LM024.TextGrid XX174LM026.TextGrid XX174LM028.TextGrid XX174LM031.TextGrid XX174LM033.TextGrid XX174LM034.TextGrid XX175LM007.TextGrid XX175LM026.TextGrid XX175LM034.TextGrid XX176LF022.TextGrid XX176LF025.TextGrid XX177LF007.TextGrid XX177LF030.TextGrid XX179LM007.TextGrid XX179LM012.TextGrid XX179LM020.TextGrid XX179LM022.TextGrid XX179LM026.TextGrid XX179LM029.TextGrid XX180LM022.TextGrid XX180LM028.TextGrid XX182LM032.TextGrid XX184LM007.TextGrid XX184LM028.TextGrid XX186LM027.TextGrid XX186LM033.TextGrid XX187LM007.TextGrid XX187LM020.TextGrid XX187LM023.TextGrid XX187LM036.TextGrid XX188LM031.TextGrid XX188LM032.TextGrid XX188LM033.TextGrid XX191LM001.TextGrid XX191LM015.TextGrid XX191LM020.TextGrid XX191LM022.TextGrid XX191LM027.TextGrid XX193LM030.TextGrid XX194LF001.TextGrid XX197LM001.TextGrid XX197LM007.TextGrid XX200LF033.TextGrid XX200LF035.TextGrid XX202LF006.TextGrid XX202LM007.TextGrid XX202LM027.TextGrid XX206LF007.TextGrid XX206LF020.TextGrid XX206LF023.TextGrid XX207LF021.TextGrid XX207LF030.TextGrid XX207LF035.TextGrid XX208CF007.TextGrid XX208CF023.TextGrid XX208CF029.TextGrid XX208CF031.TextGrid XX208CF037.TextGrid XX208LF006.TextGrid XX208LF007.TextGrid XX208LF023.TextGrid XX208LF033.TextGrid XX208LF035.TextGrid XX209CF001.TextGrid XX209CF007.TextGrid XX209CF020.TextGrid XX209CF031.TextGrid XX209CF034.TextGrid XX210LM013.TextGrid XX210LM025.TextGrid XX211LM029.TextGrid XX211LM033.TextGrid XX211LM036.TextGrid XX212LF006.TextGrid XX212LF007.TextGrid XX213LF023.TextGrid XX213LF031.TextGrid XX213LF033.TextGrid XX215LF007.TextGrid XX215LF035.TextGrid XX218LF006.TextGrid XX218LF007.TextGrid XX218LF022.TextGrid XX218LF026.TextGrid XX218LF037.TextGrid XX220LF021.TextGrid XX220LF022.TextGrid XX220LF026.TextGrid XX220LF121.TextGrid XX220LF122.TextGrid XX220LF129.TextGrid XX221LF020.TextGrid XX222LM007.TextGrid XX222LM032.TextGrid XX222LM034.TextGrid XX222LM035.TextGrid XX225LF007.TextGrid XX225LF026.TextGrid XX225LF029.TextGrid XX225LF033.TextGrid XX227LF026.TextGrid XX227LF029.TextGrid XX234CM005.TextGrid XX234CM025.TextGrid XX234CM031.TextGrid XX234CM038.TextGrid XX238LM007.TextGrid XX238LM015.TextGrid XX238LM025.TextGrid XX239LF001.TextGrid XX239LF030.TextGrid XX239LF033.TextGrid XX240LF007.TextGrid XX240LF021.TextGrid XX240LF030.TextGrid XX241LF021.TextGrid XX241LF024.TextGrid XX242LF006.TextGrid XX242LF007.TextGrid XX242LF021.TextGrid XX242LF022.TextGrid XX243LF028.TextGrid XX244LF007.TextGrid XX245CF022.TextGrid XX255LM007.TextGrid XX255LM028.TextGrid XX255LM034.TextGrid XX256LM022.TextGrid XX256LM031.TextGrid XX258LM027.TextGrid XX259LM001.TextGrid XX259LM005.TextGrid XX259LM022.TextGrid XX259LM034.TextGrid XX261LM007.TextGrid XX261LM024.TextGrid XX261LM028.TextGrid XX261LM034.TextGrid XX262LM028.TextGrid XX262LM030.TextGrid XX262LM033.TextGrid XX263LM029.TextGrid XX263LM031.TextGrid XX263LM033.TextGrid XX264LM026.TextGrid XX264LM036.TextGrid XX268LM015.TextGrid XX268LM032.TextGrid XX268LM037.TextGrid XX269LF001.TextGrid XX269LF027.TextGrid XX270LF007.TextGrid XX270LF014.TextGrid XX270LF025.TextGrid XX270LF035.TextGrid XX271LF007.TextGrid XX271LF022.TextGrid XX271LF036.TextGrid XX272LF020.TextGrid XX272LF024.TextGrid XX272LF032.TextGrid XX273LF027.TextGrid XX273LF030.TextGrid XX273LF036.TextGrid XX275LM006.TextGrid XX275LM007.TextGrid XX275LM024.TextGrid XX275LM026.TextGrid XX275LM030.TextGrid XX276LF026.TextGrid XX276LF030.TextGrid XX280LM022.TextGrid XX280LM035.TextGrid XX281LF009.TextGrid XX281LF036.TextGrid XX282LF007.TextGrid XX282LF020.TextGrid XX282LF029.TextGrid XX294LM001.TextGrid XX294LM021.TextGrid XX294LM022.TextGrid XX297LM007.TextGrid XX297LM020.TextGrid XX297LM024.TextGrid XX298LF001.TextGrid XX298LF032.TextGrid XX298LF034.TextGrid XX298LF035.TextGrid XX299LF001.TextGrid XX299LF005.TextGrid XX299LF006.TextGrid XX299LF007.TextGrid XX299LF022.TextGrid XX299LF027.TextGrid XX299LF031.TextGrid XX300LM021.TextGrid XX300LM026.TextGrid XX300LM033.TextGrid XX300LM034.TextGrid XX303LF005.TextGrid XX303LF035.TextGrid XX304LF029.TextGrid XX304LF033.TextGrid XX304LF035.TextGrid XX311CM007.TextGrid XX311CM028.TextGrid XX312LM007.TextGrid XX312LM012.TextGrid XX312LM013.TextGrid XX312LM021.TextGrid XX312LM029.TextGrid XX312LM033.TextGrid XX313CF027.TextGrid XX313CF037.TextGrid XX314LF006.TextGrid XX314LF007.TextGrid XX314LF020.TextGrid XX314LF028.TextGrid XX314LF035.TextGrid XX316LM029.TextGrid XX316LM032.TextGrid XX318LM024.TextGrid XX318LM034.TextGrid XX319CF007.TextGrid XX319CF024.TextGrid XX323LF007.TextGrid XX323LF021.TextGrid XX323LF024.TextGrid XX323LF025.TextGrid XX324LF006.TextGrid XX324LF007.TextGrid XX324LF031.TextGrid XX325LF006.TextGrid XX325LF007.TextGrid XX325LF021.TextGrid XX326LF007.TextGrid XX326LF035.TextGrid XX327LF007.TextGrid XX327LF036.TextGrid XX328LF007.TextGrid XX328LF024.TextGrid XX328LF033.TextGrid XX329LF001.TextGrid XX329LF006.TextGrid XX329LF007.TextGrid XX329LF024.TextGrid XX329LF031.TextGrid XX329LF034.TextGrid XX330LF020.TextGrid XX330LF032.TextGrid XX330LF033.TextGrid XX331LF007.TextGrid XX331LF024.TextGrid XX331LF031.TextGrid XX331LF034.TextGrid XX332LF007.TextGrid XX332LF033.TextGrid XX334CM007.TextGrid XX334CM015.TextGrid XX335CM007.TextGrid XX335CM020.TextGrid XX335CM021.TextGrid XX335CM023.TextGrid XX336CM035.TextGrid XX337LF005.TextGrid XX337LF007.TextGrid XX337LF035.TextGrid XX338CM007.TextGrid XX338CM020.TextGrid XX338CM021.TextGrid XX338CM030.TextGrid XX338CM032.TextGrid XX339CM001.TextGrid XX339CM025.TextGrid XX339CM036.TextGrid XX340CF005.TextGrid XX340CF026.TextGrid XX341LF006.TextGrid XX341LF007.TextGrid XX341LF015.TextGrid XX341LF023.TextGrid XX341LF024.TextGrid XX344LF007.TextGrid XX344LF032.TextGrid XX344LF033.TextGrid XX347LF025.TextGrid XX347LF036.TextGrid XX348LM024.TextGrid XX348LM029.TextGrid XX349LM001.TextGrid XX349LM028.TextGrid XX350LM012.TextGrid XX350LM021.TextGrid XX351LM030.TextGrid XX355LF026.TextGrid XX356LF023.TextGrid XX361LM007.TextGrid XX365LM023.TextGrid XX365LM026.TextGrid XX365LM030.TextGrid XX377LM007.TextGrid XX377LM015.TextGrid XX377LM023.TextGrid XX377LM024.TextGrid XX377LM107.TextGrid XX377LM115.TextGrid XX377LM124.TextGrid XX381LF035.TextGrid XX382LM021.TextGrid XX382LM022.TextGrid XX384LM025.TextGrid XX385LF007.TextGrid XX385LF035.TextGrid XX385LF036.TextGrid XX387LF006.TextGrid XX387LF024.TextGrid XX387LF028.TextGrid XX388LF022.TextGrid XX388LF033.TextGrid XX389LF007.TextGrid XX389LF022.TextGrid XX389LF034.TextGrid XX396LM006.TextGrid XX396LM007.TextGrid XX396LM020.TextGrid XX396LM026.TextGrid XX396LM037.TextGrid XX397LM021.TextGrid XX397LM031.TextGrid XX400CF021.TextGrid XX400CF022.TextGrid XX400CF031.TextGrid
nine na-\In  % XX004CF006.TextGrid XX004CF032.TextGrid XX041LF031.TextGrid XX180LM036.TextGrid XX182LM031.TextGrid XX183LM007.TextGrid XX183LM031.TextGrid XX183LM037.TextGrid XX184LM006.TextGrid XX184LM033.TextGrid XX184LM036.TextGrid XX196LF001.TextGrid XX196LF020.TextGrid XX196LF022.TextGrid XX196LF038.TextGrid XX197LM006.TextGrid XX197LM020.TextGrid XX197LM032.TextGrid XX197LM037.TextGrid XX202LF007.TextGrid XX202LF024.TextGrid XX202LM007.TextGrid XX202LM012.TextGrid XX202LM026.TextGrid XX351LM027.TextGrid XX355LF024.TextGrid XX356LF021.TextGrid XX359LF001.TextGrid XX359LF007.TextGrid XX359LF035.TextGrid XX361LM024.TextGrid XX384LM020.TextGrid XX384LM025.TextGrid XX387LF007.TextGrid XX387LF031.TextGrid XX388LF007.TextGrid XX388LF032.TextGrid XX389LF001.TextGrid XX389LF006.TextGrid
nine ninE  % XX038LF007.TextGrid XX039LM023.TextGrid XX136LF038.TextGrid XX138CM020.TextGrid XX139LF038.TextGrid XX151CM007.TextGrid XX164CM013.TextGrid XX183LM021.TextGrid
nine na-\i  % XX069LF026.TextGrid XX179LM006.TextGrid XX215LF006.TextGrid
nine nan  % XX075CM012.TextGrid
nine nV-\In  % XX130LF037.TextGrid
